Hãng xe,Dòng xe,Giá thành,Năm sản xuất,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Tuổi thọ,Loại động cơ,Dung tích động cơ
Toyota,Hilux 2 4L 4X2 At 2020,595000000,2020,100384,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.4
Toyota,Raize G 1 0 Cvt 2021,450000000,2021,17000,Nhập khẩu,SUV,Số tự động,31,xăng,1.0
Ford,Focus 1 8 At 2012,265000000,2012,60000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.8
Ford,Territory Titanium X 1 5 At 2025,875000000,2025,2900,Lắp ráp trong nước,SUV,Số tự động,31,xăng,1.5
Honda,Accord 1 5 At 2019,720000000,2019,90000,Nhập khẩu,Sedan,Số tự động,31,xăng,1.5
Isuzu,Mu,495000000,2019,105000,Nhập khẩu,SUV,Số tay,31,dầu,1.9
Kia,Carnival Signature 2 2D 2024,1589000000,2024,20000,Lắp ráp trong nước,Van/Minivan,Số tự động,31,dầu,2.2
Kia,Carnival Signature 3 5G 2021,1090000000,2021,69000,Lắp ráp trong nước,Van/Minivan,Số tự động,31,xăng,3.5
Lexus,Es 250 2022,2190000000,2022,39335,Nhập khẩu,Sedan,Số tự động,31,xăng,2.5
Mercedes Benz,C Class C200 2018,735000000,2018,45000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,Glc 300 4Matic 2018,1089000000,2018,62000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mercedes Benz,S Class S450L Luxury 2017,1950000000,2017,80000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,3.0
Toyota,Innova 2 0G 2019,485000000,2019,85555,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,2.0
Toyota,Prado Vx 2 7L 2020,2055000000,2020,101,Nhập khẩu,SUV,Số tự động,31,xăng,2.7
Toyota,Prado Vx 2 7L 2020,2157000000,2020,0,Nhập khẩu,SUV,Số tự động,31,xăng,2.7
Toyota,Yaris 1 5E 2016,358000000,2016,50000,Nhập khẩu,Hatchback,Số tự động,31,xăng,1.5
Toyota,Yaris Cross 1 5 D,635000000,2024,20000,Nhập khẩu,SUV,Số tự động,31,xăng,1.5
Vinfast,Fadil 1 4 At 2019,260000000,2019,70000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.4
Volvo,V60 Cross Country B5 Awd 2022,1599000000,2022,20000,Nhập khẩu,Wagon,Số tự động,31,xăng,2.0
Daewoo,Gentrax Sx 1 2 At 2009,150000000,2009,95000,Nhập khẩu,Hatchback,Số tự động,31,xăng,1.2
Hyundai,I10 Grand 1 2 At 2018,292000000,2018,100000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.25
Kia,Morning Slx 1 0 At 2010,165000000,2010,110,Nhập khẩu,Hatchback,Số tự động,31,xăng,1.0
Lexus,Rx 350 2009,719000000,2009,70000,Nhập khẩu,SUV,Số tự động,31,xăng,3.5
Mazda,2 1 5 At 2016,300000000,2016,98000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mazda,Cx8 Premium Awd 2022,868000000,2022,50000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.5
Mercedes Benz,C Class C300 Amg 2022,1595000000,2022,12000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,V Class V250 Luxury 2019,1480000000,2019,71000,Nhập khẩu,Van/Minivan,Số tự động,31,xăng,2.0
Peugeot,3008 1 6 At 2019,595000000,2019,80000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.6
Porsche,Macan 2 0 2015,1299000000,2015,90000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Toyota,Prado Vx 2 7L 2019,1950000000,2019,80000,Nhập khẩu,SUV,Số tự động,31,xăng,2.7
Toyota,Vios 1 5E Cvt 2016,329000000,2016,70000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Toyota,Vios 1 5G 2017,348000000,2017,83000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Toyota,Vios E 1 5 Mt 2022,345000000,2022,105,Lắp ráp trong nước,Sedan,Số tay,31,xăng,1.5
Ford,Everest Titanium 2 0L 4X2 At 2024,1275000000,2024,10000,Nhập khẩu,SUV,Số tự động,31,dầu,2.0
Ford,Ranger Xls 2 0L 4X2 At 2023,630000000,2023,40000,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,31,dầu,2.0
Hyundai,Santafe Premium 2 2L Htrac 2020,870000000,2020,60000,Lắp ráp trong nước,SUV,Số tự động,31,dầu,2.2
Hyundai,Tucson 2 0 At 2014,415000000,2014,88000,Nhập khẩu,Crossover,Số tự động,31,xăng,2.0
Kia,Carnival Gs 2 5 At 2009,199000000,2009,54000,Lắp ráp trong nước,Van/Minivan,Số tự động,31,xăng,2.5
Lexus,Nx 300 2017,1579000000,2017,66000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Mazda,6 2 0 At 2016,438000000,2016,37000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,Glc 300 4Matic 2021,1646000000,2021,47000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mg,5 Standard 1 5 At 2024,409000000,2024,7000,Nhập khẩu,Sedan,Số tự động,31,xăng,1.5
Mg,Zs Luxury 1 5 At 2Wd 2025,519000000,2025,2000,Nhập khẩu,Crossover,Số tự động,31,xăng,1.5
Mg,Zs Luxury 1 5 At 2Wd 2025,519000000,2025,1000,Nhập khẩu,Crossover,Số tự động,31,xăng,1.5
Mg,Zs Standard 1 5 At 2Wd 2025,449000000,2025,11000,Nhập khẩu,Crossover,Số tự động,31,xăng,1.5
Mitsubishi,Triton 4X2 Mt 2019,369000000,2019,0,Nhập khẩu,Bán tải / Pickup,Số tay,31,dầu,2.5
Nissan,Bluebird Sylphy 2 0 At 2009,155000000,2009,0,Nhập khẩu,Sedan,Số tự động,31,xăng,2.0
Toyota,Corolla Cross 1 8G 2023,695000000,2023,30000,Nhập khẩu,SUV,Số tự động,31,xăng,1.8
Toyota,Innova 2 0E 2018,410000000,2018,82000,Lắp ráp trong nước,Crossover,Số tay,31,xăng,2.0
Toyota,Innova 2 0E 2019,485000000,2019,142000,Lắp ráp trong nước,Crossover,Số tay,31,xăng,2.0
Toyota,Prado Txl 2 7L 2015,1080000000,2015,0,Nhập khẩu,SUV,Số tự động,31,xăng,2.7
Toyota,Raize G 1 0 Cvt 2023,499000000,2023,14000,Nhập khẩu,SUV,Số tự động,31,xăng,1.0
Vinfast,Fadil 1 4 At Plus 2021,305000000,2021,35000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.4
Bmw,3 Series 320I 2014,445000000,2014,120000,Nhập khẩu,Sedan,Số tự động,31,xăng,2.0
Bmw,3 Series 320I 2015,499000000,2015,110000,Nhập khẩu,Sedan,Số tự động,31,xăng,2.0
Bmw,X4 Xdrive20I M Sport 2020,1790000000,2020,63000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Chevrolet,Aveo Ltz 1 5 At 2014,198000000,2014,80000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Ford,Territory Titanium X 1 5 At 2025,880000000,2025,700,Lắp ráp trong nước,SUV,Số tự động,31,xăng,1.5
Honda,Civic 1 8 E 2018,459000000,2018,99000,Nhập khẩu,Sedan,Số tự động,31,xăng,1.8
Honda,Crv L 2025,1090000000,2025,10809,Lắp ráp trong nước,SUV,Số tự động,31,xăng,1.5
Hyundai,Santafe Cao Cap 2 2L Htrac 2023,1240000000,2023,40000,Lắp ráp trong nước,SUV,Số tự động,31,dầu,2.2
Hyundai,Santafe Mlx 2 2L 2007,280000000,2007,98000,Nhập khẩu,SUV,Số tự động,31,dầu,2.2
Kia,K3 Premium 1 6 At 2022,545000000,2022,32000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.6
Kia,Sonet Luxury 1 5 At 2025,585000000,2025,2000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,1.5
Mercedes Benz,S Class S400L 2016,1168000000,2016,60000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,3.0
Mg,5 Luxury 1 5 At 2023,415000000,2023,25000,Nhập khẩu,Sedan,Số tự động,31,xăng,1.5
Toyota,Corolla Cross 1 8G 2022,699000000,2022,0,Nhập khẩu,SUV,Số tự động,31,xăng,1.8
Toyota,Corolla Cross 1 8V 2022,720000000,2022,45000,Nhập khẩu,SUV,Số tự động,31,xăng,1.8
Toyota,Vios G 1 5 Cvt 2021,445000000,2021,30000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Ford,Explorer Limited 2 3L Ecoboost 2023,1780000000,2023,46000,Nhập khẩu,SUV,Số tự động,31,xăng,2.3
Ford,Ranger Xls 2 2L 4X2 At 2019,505000000,2019,130000,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.2
Ford,Transit Standard Mid 2017,385000000,2017,100000,Lắp ráp trong nước,Van/Minivan,Số tay,31,dầu,2.4
Hyundai,Accent 1 4 Mt 2022,330000000,2022,60000,Lắp ráp trong nước,Sedan,Số tay,31,xăng,1.4
Hyundai,Creta Dac Biet 1 5 At 2022,595000000,2022,42000,Nhập khẩu,Crossover,Số tự động,31,xăng,1.5
Hyundai,Tucson 1 6 At Turbo 2019,635000000,2019,80000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.6
Kia,Carnival Signature 2 2D 2022,1210000000,2022,50000,Lắp ráp trong nước,Van/Minivan,Số tự động,31,dầu,2.2
Mazda,3 1 5 At 2018,455000000,2018,50000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mercedes Benz,C Class C200 2013,365000000,2013,82000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.8
Mitsubishi,Attrage 1 2 Cvt 2022,335000000,2022,58000,Nhập khẩu,Sedan,Số tự động,31,xăng,1.2
Mitsubishi,Zinger Gls 2 4 At 2009,185000000,2009,90000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.4
Nissan,Juke 1 6 At 2013,340000000,2013,8000,Nhập khẩu,SUV,Số tự động,31,xăng,1.6
Toyota,Camry 2 4G 2009,270000000,2009,110000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.4
Toyota,Fortuner 2 5G 2011,375000000,2011,110000,Lắp ráp trong nước,SUV,Số tay,31,dầu,2.5
Toyota,Vios E Cvt 2024,455000000,2024,26000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Ford,Everest Sport 2 0L 4X2 At 2023,1150000000,2023,42153,Nhập khẩu,SUV,Số tự động,31,dầu,2.0
Ford,Ranger Xls 2 0L 4X2 At 2023,635000000,2023,0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,31,dầu,2.0
Honda,City Rs 1 5 At 2022,485000000,2022,39000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Hyundai,Tucson 1 6 At Turbo Htrac Dac Biet 2022,845000000,2022,50000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.6
Kia,Carnival Signature 2 2D 2024,1335000000,2024,25000,Lắp ráp trong nước,Van/Minivan,Số tự động,31,dầu,2.2
Kia,Morning Ex 2016,138000000,2016,0,Lắp ráp trong nước,Hatchback,Số tay,31,xăng,1.25
Lexus,Es 350 2015,950000000,2015,110000,Nhập khẩu,Sedan,Số tự động,31,xăng,3.5
Mazda,3 1 5 At 2018,408000000,2018,0,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mazda,3 1 5L Luxury 2024,598000000,2024,11000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mazda,Cx5 Signature Premium 2 5 At Awd I,720000000,2022,68000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.5
Mercedes Benz,E Class E200 Exclusive 2022,1900000000,2022,23000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,E Class E300 2010,330000000,2010,14000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,3.0
Mercedes Benz,S Class S400L 2015,1130000000,2015,95000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,3.0
Toyota,Innova 2 0E 2018,435000000,2018,0,Lắp ráp trong nước,Crossover,Số tay,31,xăng,2.0
Toyota,Innova 2 0E 2019,455000000,2019,0,Lắp ráp trong nước,Crossover,Số tay,31,xăng,2.0
Ford,Everest Titanium 2 0L 4X2 At 2022,1120000000,2022,38000,Nhập khẩu,SUV,Số tự động,31,dầu,2.0
Ford,Fiesta S 1 5 At 2016,245000000,2016,72000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.5
Ford,Ranger Raptor 2 0L 4X4 At 2022,895000000,2022,75000,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.0
Honda,Crv 2 0 At 2016,495000000,2016,90000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Kia,Cerato 2 0 At 2016,348000000,2016,91000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Kia,Sonet Premium 1 5 At 2022,515000000,2022,65000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.5
Kia,Sorento 2 4 Gat Deluxe 2020,565000000,2020,77000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.4
Mazda,3 1 5L Luxury 2024,595000000,2024,20000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mercedes Benz,Glc 200 4Matic 2022,1499000000,2022,56000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mercedes Benz,Glc 300 4Matic 2019,1080000000,2019,79000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mercedes Benz,Glc 300 4Matic 2021,1480000000,2021,50000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mitsubishi,Outlander Premium 2 0 Cvt 2022,725000000,2022,45000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Suzuki,Vitara 1 6 At 2016,355000000,2016,110000,Nhập khẩu,SUV,Số tự động,31,xăng,1.6
Toyota,Camry Le 2 5 2011,445000000,2011,107000,Nhập khẩu,Sedan,Số tự động,31,xăng,2.5
Toyota,Corolla Altis 1 8G At 2019,550000000,2019,54000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.8
Toyota,Fortuner 2 4G 4X2 Mt 2019,739000000,2019,0,Nhập khẩu,SUV,Số tay,31,dầu,2.4
Volvo,Xc60 Inscription B6 Awd 2022,1790000000,2022,40000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Audi,Q5 2 0 At 2015,699000000,2015,70000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Honda,City 1 5Top 2018,340000000,2018,0,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Hyundai,Accent 1 4 At Dac Biet 2023,455000000,2023,70000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.4
Hyundai,Elantra 1 6 At Dac Biet 2023,586000000,2023,20000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.6
Hyundai,I10 1 2 At 2023,388000000,2023,18000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.25
Landrover,Range Rover Hse 3 0 2014,2090000000,2014,90000,Nhập khẩu,SUV,Số tự động,31,xăng,3.0
Mazda,2 Premium 2018,369000000,2018,0,Nhập khẩu,Hatchback,Số tự động,31,xăng,1.5
Mazda,3 1 5L Luxury 2021,500000000,2021,61000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mercedes Benz,C Class C300 Amg 2020,1079000000,2020,60000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,E Class E200 Exclusive 2021,1489000000,2021,70000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,E Class E250 2017,865000000,2017,120000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,Glc 300 4Matic 2018,998000000,2018,59300,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mercedes Benz,Glc 300 4Matic 2021,1480000000,2021,50000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Peugeot,5008 Al 1 6 At 2022,835000000,2022,36000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,1.6
Toyota,Fortuner 2 7V 4X2 At 2015,385000000,2015,98000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.7
Audi,Q2 1 4 Tfsi 2017,720000000,2017,63000,Nhập khẩu,Crossover,Số tự động,31,xăng,1.4
Ford,Ranger Xls 2 2L 4X2 Mt 2015,335000000,2015,98000,Nhập khẩu,Bán tải / Pickup,Số tay,31,dầu,2.2
Honda,City 1 5Top 2018,385000000,2018,70000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Kia,K3 Premium 2 0 At 2022,579000000,2022,38000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Kia,Sedona 2 2 Dat Luxury 2019,765000000,2019,100000,Lắp ráp trong nước,Van/Minivan,Số tự động,31,dầu,2.2
Lexus,Es 250 2021,2080000000,2021,45259,Nhập khẩu,Sedan,Số tự động,31,xăng,2.5
Mercedes Benz,Glc 200 4Matic 2021,1289000000,2021,52222,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Nissan,Navara El A,495000000,2020,31000,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.5
Peugeot,2008 Gt Line 1 2 At 2024,688000000,2024,4900,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.2
Peugeot,3008 1 6 At 2018,550000000,2018,0,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.6
Peugeot,3008 1 6 At 2019,610000000,2019,80000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.6
Toyota,Avanza Premio 1 5 At 2022,488000000,2022,72000,Nhập khẩu,SUV,Số tự động,31,xăng,1.5
Toyota,Fortuner 2 8V 4X4 At Legender 2021,1030000000,2021,81000,Lắp ráp trong nước,SUV,Số tự động,31,dầu,2.8
Toyota,Highlander Se 2 7 2011,630000000,2011,90000,Nhập khẩu,SUV,Số tự động,31,xăng,2.7
Bmw,X4 Xdrive20I M Sport 2020,1839000000,2020,42000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Ford,Ranger Xls 2 0L 4X2 Mt 2022,579000000,2022,27000,Lắp ráp trong nước,Bán tải / Pickup,Số tay,31,dầu,2.0
Ford,Ranger Xls 2 2L 4X2 At 2016,385000000,2016,0,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.2
Honda,Hrv Rs 2022,719000000,2022,52000,Nhập khẩu,Crossover,Số tự động,31,xăng,1.5
Hyundai,Santafe 2 4L 2016,575000000,2016,70000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.4
Kia,Carens Sxmt 2011,165000000,2011,111111,Lắp ráp trong nước,Crossover,Số tay,31,xăng,2.0
Kia,Sedona 2 2L Dath 2018,685000000,2018,100000,Lắp ráp trong nước,Van/Minivan,Số tự động,31,dầu,2.2
Kia,Soluto 1 4 At Deluxe 2020,265000000,2020,30000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.4
Mazda,Cx5 2 5 At Awd 2018,595000000,2018,100000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.5
Mercedes Benz,Gl 350 Cdi 4Matic 2014,1050000000,2014,110000,Nhập khẩu,SUV,Số tự động,31,dầu,3.0
Mercedes Benz,Glc 200 2021,1299000000,2021,26000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mitsubishi,Triton 4X2 At Mivec 2020,530000000,2020,86000,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.4
Peugeot,5008 Gt 1 6 At 2024,999000000,2024,8000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,1.6
Toyota,Fortuner 2 7V 4X4 At 2017,690000000,2017,90000,Nhập khẩu,SUV,Số tự động,31,xăng,2.7
Toyota,Yaris 1 3G 2016,369000000,2016,73000,Nhập khẩu,Hatchback,Số tự động,31,xăng,1.3
Bmw,3 Series 320I M Sport 2022,1239000000,2022,26000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Bmw,X3 Sdrive20I 2024,1585000000,2024,8000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Lexus,Es 250 2022,2199000000,2022,40000,Nhập khẩu,Sedan,Số tự động,31,xăng,2.5
Mercedes Benz,C Class C200 2019,775000000,2019,85000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mercedes Benz,Gl 350 Cdi 4Matic 2014,1050000000,2014,110000,Nhập khẩu,SUV,Số tự động,31,dầu,3.0
Mercedes Benz,Glc 200 2021,1299000000,2021,20000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mercedes Benz,S Class S450L Luxury 2017,1799000000,2017,100000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,3.0
Suzuki,Swift Glx 1 2 At 2023,519000000,2023,0,Nhập khẩu,Hatchback,Số tự động,31,xăng,1.2
Toyota,Corolla Altis 2 0V 2015,450000000,2015,93000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Toyota,Corolla Cross 1 8Hv 2020,720000000,2020,63183,Nhập khẩu,SUV,Số tự động,31,khác,
Toyota,Fortuner 2 4G 4X2 Mt 2019,689000000,2019,120000,Lắp ráp trong nước,SUV,Số tay,31,dầu,2.4
Toyota,Innova 2 0 Venturer 2018,565000000,2018,92000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,2.0
Toyota,Vios 1 5E Cvt 2017,300000000,2017,10000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Volkswagen,Teramont 2 0 At 2022,1850000000,2022,12000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Volkswagen,Tiguan Allspace 2017,768000000,2017,90000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Ford,Ecosport Titanium 1 5L At 2016,295000000,2016,86000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,1.5
Ford,Ecosport Titanium 1 5L At 2019,375000000,2019,80000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,1.5
Ford,Ranger Wildtrak 2 0L 4X4 At 2022,750000000,2022,18000,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,31,dầu,2.0
Ford,Ranger Xls 2 2L 4X2 At 2021,550000000,2021,80000,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.2
Ford,Ranger Xls 2 2L 4X2 At 2022,545000000,2022,50000,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,31,dầu,2.2
Hyundai,Accent 1 4 Ath 2019,396000000,2019,0,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.4
Hyundai,Tucson 2 0 At Crdi 2020,675000000,2020,49000,Lắp ráp trong nước,Crossover,Số tự động,31,dầu,2.0
Kia,Carens 1 5D Premium 2022,645000000,2022,40000,Lắp ráp trong nước,SUV,Số tự động,31,dầu,1.5
Mazda,3 1 5 At 2017,375000000,2017,375,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mercedes Benz,E Class E200 Exclusive 2021,1486000000,2021,50000,Lắp ráp trong nước,Sedan,Số tự động,31,khác,
Peugeot,2008 Gt Line 1 2 At 2024,725000000,2024,20000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.2
Toyota,Corolla Cross 1 8V 2021,665000000,2021,68000,Nhập khẩu,SUV,Số tự động,31,xăng,1.8
Bmw,5 Series 520I 2012,499000000,2012,110000,Nhập khẩu,Sedan,Số tự động,31,xăng,2.0
Chevrolet,Cruze Ltz 1 8 At 2016,258000000,2016,95000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.8
Chevrolet,Trailblazer Lt 2 5L 4X2 Mt 2018,420000000,2018,90000,Nhập khẩu,SUV,Số tay,31,dầu,2.5
Ford,Ranger Raptor 2 0L 4X4 At 2020,915000000,2020,64000,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.0
Ford,Ranger Xls 2 2L 4X2 At 2019,525000000,2019,64000,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.2
Hyundai,Accent 1 4 At Dac Biet 2022,445000000,2022,44000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.4
Hyundai,Santafe Tieu Chuan 2 5L 2022,860000000,2022,40000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.5
Lexus,Rx 350 Awd 2012,1298000000,2012,55683,Nhập khẩu,SUV,Số tự động,31,xăng,3.5
Mazda,Cx5 2 5 At 2Wd 2017,499000000,2017,74000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.5
Mercedes Benz,Glc 200 4Matic 2022,1490000000,2022,22000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mercedes Benz,Glc 300 4Matic 2021,1479000000,2021,52000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mini,Cooper S 3 Door 2022,1599000000,2022,9600,Nhập khẩu,Hatchback,Số tự động,31,xăng,2.0
Nissan,Terra E 2 5 At 2Wd 2019,598000000,2019,77000,Nhập khẩu,SUV,Số tự động,31,xăng,2.5
Toyota,Fortuner 2 7V 4X2 At 2018,690000000,2018,90000,Nhập khẩu,SUV,Số tự động,31,xăng,2.7
Volvo,S90 Lwb Ultimate B6 Awd 2023,1790000000,2023,20000,Nhập khẩu,Sedan,Số tự động,31,xăng,2.0
Ford,Ecosport Titanium 1 5 At 2021,445000000,2021,42000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,1.5
Honda,Hrv Rs 2023,789000000,2023,20000,Nhập khẩu,Crossover,Số tự động,31,xăng,1.5
Hyundai,Accent 1 4 At 2014,268000000,2014,50000,Nhập khẩu,Hatchback,Số tự động,31,xăng,1.4
Hyundai,I10 1 2 At 2023,378000000,2023,53000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.25
Hyundai,Kona 1 6 Turbo 2019,468000000,2019,80000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.6
Hyundai,Santafe Cao Cap 2 2L Htrac 2021,1085000000,2021,52000,Lắp ráp trong nước,SUV,Số tự động,31,dầu,2.2
Hyundai,Tucson 2 0 At Crdi Dac Biet 2022,808000000,2022,60000,Lắp ráp trong nước,Crossover,Số tự động,31,dầu,2.0
Mazda,3 1 5L Deluxe 2022,539000000,2022,12000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mazda,3 1 5L Luxury 2019,438000000,2019,75000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mazda,3 1 5L Sport Luxury 2021,529000000,2021,28000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.5
Mercedes Benz,C Class C200 2015,575000000,2015,96000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,Glc 200 4Matic 2022,1550000000,2022,12000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mercedes Benz,Sprinter Van 311 Cdi 2 2L 2008,146000000,2008,168000,Lắp ráp trong nước,Van/Minivan,Số tay,31,dầu,2.2
Mitsubishi,Attrage 1 2 Mt 2020,245000000,2020,76982,Nhập khẩu,Sedan,Số tay,31,xăng,1.2
Toyota,Avanza Premio 1 5 Mt 2022,440000000,2022,20600,Nhập khẩu,SUV,Số tay,31,xăng,1.5
Toyota,Vios G 1 5 Cvt 2022,435000000,2022,66000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Ford,Ecosport Titanium 1 5L At 2019,406000000,2019,76000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,1.5
