Hãng xe,Dòng xe,Giá thành,Năm sản xuất,Số Km đã đi,Dung tích động cơ,Loại động cơ,Hộp số,Xuất xứ,Kiểu dáng,Số ngày bài đã đăng
mercedes,benz glc 200 2020,1090,2020.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz glc 300 4matic 2018,1099,2018.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz s class s450l 2019,2290,2019.0,29000.0,3.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mitsubishi,xpander 1.5 at 2020,465,2020.0,52000.0,1.5,xăng,số tự động,nhập khẩu,suv,57.0
toyota,innova g 2008,188,2008.0,150000.0,2.0,xăng,số tay,lắp ráp trong nước,crossover,57.0
vinfast,fadil 1.4 at 2021,305,2021.0,50000.0,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
vinfast,fadil 1.4 at plus 2021,330,2021.0,50000.0,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
vinfast,vf3 plus 2024,229,2024.0,8000.0,2.097755539082448,điện,số tự động,lắp ráp trong nước,hatchback,57.0
volkswagen,tiguan luxury s 2021,1269,2021.0,27000.0,2.0,xăng,số tự động,nhập khẩu,suv,57.0
volvo,xc90 t6 inscription 2018,1650,2018.0,160000.0,2.0,xăng,số tự động,nhập khẩu,suv,57.0
ford,everest titanium 2.0l 4x2 at 2018,795,2018.0,66000.0,2.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,ranger wildtrak 2.0l 4x4 at 2022,745,2022.0,43000.0,2.0,dầu,số tự động,lắp ráp trong nước,bán tải / pickup,57.0
ford,ranger xls 2.0l 4x4 at 2024,726,2024.0,22000.0,2.0,dầu,số tự động,lắp ráp trong nước,bán tải / pickup,57.0
hyundai,accent 1.4 at 2021,379,2021.0,68000.0,1.4,xăng,số tự động,lắp ráp trong nước,sedan,57.0
kia,cerato 1.6 at 2018,390,2018.0,83000.0,1.6,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c300 amg 2022,1599,2022.0,44000.0,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
mercedes,benz glc 300 4matic 2021,1480,2021.0,50000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
nissan,navara el premium r 2018,420,2018.0,100000.0,2.5,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
nissan,teana 2.0 at 2009,235,2009.0,179626.7683965918,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
suzuki,xl7 1.5 at 2022,460,2022.0,59000.0,1.5,xăng,số tự động,nhập khẩu,suv,57.0
toyota,corolla altis 1.8g at 2011,250,2011.0,179626.7683965918,1.8,xăng,số tự động,lắp ráp trong nước,sedan,57.0
toyota,corolla altis 1.8g at 2016,446,2016.0,80000.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,57.0
toyota,corolla altis 1.8g at 2016,440,2016.0,73000.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,57.0
toyota,highlander se 2.7 2010,585,2010.0,130000.0,2.7,xăng,số tự động,nhập khẩu,suv,57.0
volkswagen,viloran luxury 2024,2179,2024.0,23000.0,2.0,xăng,số tự động,nhập khẩu,van/minivan,57.0
volvo,s90 inscription t6 awd 2021,1330,2021.0,90000.0,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
volvo,s90 ultra b6 awd 2025,2150,2025.0,1000.0,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
daewoo,matiz jazz 1.0 at 2010,125,2010.0,150000.0,1.0,xăng,số tự động,nhập khẩu,hatchback,57.0
ford,fiesta s 1.6 at 2010,145,2010.0,120000.0,1.6,xăng,số tự động,nhập khẩu,hatchback,57.0
ford,territory titanium x 1.5 at 2022,775,2022.0,50000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
honda,hrv rs 2022,735,2022.0,25000.0,1.5,xăng,số tự động,nhập khẩu,crossover,57.0
hyundai,i10 1.2 at 2023,389,2023.0,17000.0,1.25,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
hyundai,i10 grand 1.2 at 2014,246,2014.0,85000.0,1.25,xăng,số tự động,nhập khẩu,hatchback,57.0
kia,morning 1.0 at sport 2012,229,2012.0,105000.0,1.0,xăng,số tự động,nhập khẩu,hatchback,57.0
kia,sorento dath 2017,550,2017.0,91000.0,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
mazda,bt50 1.9l 4x2 mt 2022,448,2022.0,67000.0,1.9,dầu,số tay,nhập khẩu,bán tải / pickup,57.0
mazda,cx5 2.5 at 2wd 2019,639,2019.0,179626.7683965918,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz glc 300 4matic 2021,1650,2021.0,40000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mitsubishi,triton athlete 4x2 at 2022,638,2022.0,54000.0,2.4,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
nissan,x trail 2.5 sv 4wd premium 2018,495,2018.0,130000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
toyota,camry 2.4g 2009,298,2009.0,100000.0,2.4,xăng,số tự động,lắp ráp trong nước,sedan,57.0
toyota,camry le 2.4 2008,369,2008.0,89000.0,2.4,xăng,số tự động,nhập khẩu,sedan,57.0
toyota,corolla cross 1.8hv 2021,745,2021.0,78000.0,1.8,hybrid,số tự động,nhập khẩu,suv,57.0
toyota,corolla cross 1.8v 2022,705,2022.0,20000.0,1.8,xăng,số tự động,nhập khẩu,suv,57.0
toyota,hilux 2.5e 4x2 mt 2012,265,2012.0,12000.0,2.5,dầu,số tay,nhập khẩu,bán tải / pickup,57.0
chevrolet,lacetti 1.6 2011,120,2011.0,122000.0,1.6,xăng,số tay,lắp ráp trong nước,sedan,57.0
ford,ecosport titanium 1.5l at 2018,348,2018.0,81000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
ford,ranger xls 2.2l 4x2 at 2019,530,2019.0,70000.0,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
ford,transit limousine 2020,750,2020.0,100000.0,2.4,dầu,số tay,lắp ráp trong nước,van/minivan,57.0
honda,crv 2.4 at,2016,2016.0,93000.0,2.4,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe premium 2.4l htrac 2019,775,2019.0,80000.0,2.4,xăng,số tự động,lắp ráp trong nước,suv,57.0
lexus,es 250 2021,2080,2021.0,40000.0,2.5,xăng,số tự động,nhập khẩu,sedan,57.0
mercedes,benz e class e300 amg 2019,1350,2019.0,63000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz glc 300 4matic 2019,1465,2019.0,80000.0,2.0,xăng,số tự động,nhập khẩu,suv,57.0
peugeot,3008 gt 2024,939,2024.0,16000.0,1.6,xăng,số tự động,lắp ráp trong nước,crossover,57.0
suzuki,xl7 1.5 at 2022,480,2022.0,179626.7683965918,1.5,xăng,số tự động,nhập khẩu,suv,57.0
toyota,camry 2.4g 2009,358,2009.0,111712.0,2.4,xăng,số tự động,lắp ráp trong nước,sedan,57.0
toyota,fortuner 2.7v 4x2 at 2019,750,2019.0,80000.0,2.7,xăng,số tự động,nhập khẩu,suv,57.0
toyota,vios g 1.5 cvt 2024,500,2024.0,29000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
volvo,xc60 inscription b6 awd 2022,1890,2022.0,41666.0,2.0,xăng,số tự động,nhập khẩu,suv,57.0
volvo,xc90 t6 inscription 2017,1490,2017.0,117000.0,2.0,xăng,số tự động,nhập khẩu,suv,57.0
audi,a5 sportback 2.0 2012,455,2012.0,100000.0,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
bmw,3 series 320i 2012,399,2012.0,10000.0,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
bmw,3 series 320i sport line plus 2021,1150,2021.0,48000.0,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
ford,ecosport titanium 1.0 ecoboost 2019,358,2019.0,58000.0,1.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
ford,ranger xls 2.2l 4x2 at 2020,515,2020.0,65000.0,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
honda,city 1.5 at 2013,269,2013.0,78000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
honda,crv e 2017,620,2017.0,85000.0,1.5,xăng,số tự động,nhập khẩu,suv,57.0
hyundai,i20 1.4 at 2011,239,2011.0,102000.0,1.4,xăng,số tự động,nhập khẩu,hatchback,57.0
hyundai,santafe 2.4l 4wd 2017,599,2017.0,110000.0,2.4,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe cao cấp 2.2l htrac 2021,839,2021.0,73000.0,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe cao cấp 2.5l htrac 2023,1125,2023.0,48000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
lexus,gs 350 2007,380,2007.0,179626.7683965918,3.5,xăng,số tự động,nhập khẩu,sedan,57.0
mazda,cx5 2.5 at awd 2016,450,2016.0,120000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz e class e200 2016,870,2016.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mitsubishi,attrage 1.2 mt 2023,283,2023.0,18000.0,1.2,xăng,số tay,nhập khẩu,sedan,57.0
toyota,raize g 1.0 cvt 2022,458,2022.0,44000.0,1.0,xăng,số tự động,nhập khẩu,suv,57.0
vinfast,fadil 1.4 at 2019,270,2019.0,40000.0,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
volkswagen,viloran luxury 2024,2188,2024.0,2000.0,2.0,xăng,số tự động,nhập khẩu,van/minivan,57.0
chevrolet,captiva revv ltz 2.4 at 2018,399,2018.0,130000.0,2.4,xăng,số tự động,lắp ráp trong nước,suv,57.0
ford,ranger xls 2.2l 4x2 at 2020,545,2020.0,40000.0,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
honda,city 1.5top 2018,370,2018.0,179626.7683965918,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
honda,civic g 1.8 at 2019,545,2019.0,179626.7683965918,1.8,xăng,số tự động,nhập khẩu,sedan,57.0
honda,crv 2.0 at 2015,475,2015.0,100000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,accent 1.4 at 2022,415,2022.0,179626.7683965918,1.4,xăng,số tự động,lắp ráp trong nước,sedan,57.0
hyundai,i10 1.2 at 2022,385,2022.0,179626.7683965918,1.25,xăng,số tự động,lắp ráp trong nước,sedan,57.0
hyundai,tucson 2.0 at tiêu chuẩn 2021,629,2021.0,48000.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,57.0
jaguar,xj series xjl 3.0 portfolio 2016,1899,2016.0,59000.0,3.0,xăng,số tự động,nhập khẩu,sedan,57.0
kia,carens s sx 2.0 mt 2014,269,2014.0,90000.0,2.0,xăng,số tay,lắp ráp trong nước,crossover,57.0
lexus,nx 300 2018,1590,2018.0,94666.0,2.0,xăng,số tự động,nhập khẩu,suv,57.0
mazda,3 1.5l sport luxury 2021,570,2021.0,56000.0,1.5,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
mitsubishi,xpander cross 1.5 at 2021,550,2021.0,40000.0,1.5,xăng,số tự động,nhập khẩu,suv,57.0
toyota,corolla altis 2.0v 2009,230,2009.0,17000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
toyota,corolla cross 1.8v 2020,670,2020.0,179626.7683965918,1.8,xăng,số tự động,nhập khẩu,suv,57.0
toyota,prado gx 2.7 at 2008,485,2008.0,179626.7683965918,2.7,xăng,số tự động,nhập khẩu,suv,57.0
toyota,vios 1.3j 2015,195,2015.0,95000.0,1.3,xăng,số tay,lắp ráp trong nước,sedan,57.0
toyota,vios g 1.5 cvt 2022,456,2022.0,40000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
ford,ranger wildtrak 2.0l 4x4 at 2018,560,2018.0,140000.0,2.0,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
honda,civic 1.8 at 2007,160,2007.0,15.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,57.0
hyundai,santafe cao cấp 2.2l htrac 2021,1069,2021.0,54000.0,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe đặc biệt 2.2l htrac 2022,1135,2022.0,179626.7683965918,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe premium 2.4l htrac 2019,785,2019.0,80000.0,2.4,xăng,số tự động,lắp ráp trong nước,suv,57.0
kia,carnival signature 2.2d 2023,1280,2023.0,40000.0,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,57.0
kia,rondo gmt 2017,299,2017.0,130000.0,2.0,xăng,số tay,lắp ráp trong nước,suv,57.0
kia,seltos premium 1.4 at 2022,625,2022.0,40.0,1.4,xăng,số tự động,lắp ráp trong nước,crossover,57.0
mercedes,benz c class c200 2019,799,2019.0,40000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz glc 300 4matic 2017,968,2017.0,70000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz glc 300 4matic 2018,1070,2018.0,65000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz v class v250 luxury 2020,1689,2020.0,36000.0,2.0,xăng,số tự động,nhập khẩu,van/minivan,57.0
mg,5 standard 1.5 at 2022,455,2022.0,10422.0,1.5,xăng,số tự động,nhập khẩu,sedan,57.0
mitsubishi,xpander cross 1.5 at 2021,520,2021.0,70000.0,1.5,xăng,số tự động,nhập khẩu,suv,57.0
nissan,x trail v series 2.0 sl premium 2019,570,2019.0,65000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
porsche,macan 2.0 2015,1299,2015.0,96000.0,2.0,xăng,số tự động,nhập khẩu,suv,57.0
toyota,camry 2.5q 2020,915,2020.0,39000.0,2.5,xăng,số tự động,nhập khẩu,sedan,57.0
ford,everest 2.5l 4x2 at 2008,210,2008.0,186000.0,2.5,dầu,số tự động,lắp ráp trong nước,suv,57.0
ford,ranger wildtrak 3.2l 4x4 at 2016,465,2016.0,146000.0,3.2,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
honda,civic 1.8 mt 2008,169,2008.0,128000.0,1.8,xăng,số tay,lắp ráp trong nước,sedan,57.0
hyundai,accent 1.4 at 2018,365,2018.0,179626.7683965918,1.4,xăng,số tự động,lắp ráp trong nước,sedan,57.0
hyundai,i10 1.2 at 2021,358,2021.0,33000.0,1.25,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
hyundai,veloster 1.6 at 2011,293,2011.0,120000.0,1.6,xăng,số tự động,nhập khẩu,hatchback,57.0
mazda,cx5 2.0 at 2014,410,2014.0,92000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz c class c200 2012,288,2012.0,80000.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c250 2014,360,2014.0,130000.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz glc 200 4matic 2021,1399,2021.0,48000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz glc 300 4matic 2019,1440,2019.0,60000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mitsubishi,xpander premium 1.5 at 2022,538,2022.0,21000.0,1.5,xăng,số tự động,nhập khẩu,suv,57.0
toyota,camry 2.0e 2013,438,2013.0,12000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
toyota,camry se 2.5 at 2015,799,2015.0,179626.7683965918,2.5,xăng,số tự động,nhập khẩu,sedan,57.0
toyota,fortuner 2.4g 4x2 at 2019,815,2019.0,80000.0,2.4,dầu,số tự động,lắp ráp trong nước,suv,57.0
toyota,fortuner 2.7v 4x4 at 2012,393,2012.0,110000.0,2.7,xăng,số tự động,lắp ráp trong nước,suv,57.0
toyota,innova g 2007,162,2007.0,138000.0,2.0,xăng,số tay,lắp ráp trong nước,crossover,57.0
bmw,5 series 520i 2016,673,2016.0,93000.0,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
chevrolet,cruze ltz 1.8 at 2015,230,2015.0,52000.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,57.0
ford,everest sport 2.0l 4x2 at 2025,1190,2025.0,8000.0,2.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,everest titanium 2.0l 4x2 at 2025,1289,2025.0,3000.0,2.0,dầu,số tự động,nhập khẩu,suv,57.0
honda,crv l 2019,758,2019.0,42000.0,1.5,xăng,số tự động,nhập khẩu,suv,57.0
honda,crv l 2022,885,2022.0,58000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe cao cấp 2.2l htrac 2021,1030,2021.0,79000.0,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe cao cấp 2.5l htrac 2024,1220,2024.0,6000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
kia,carnival royal 2.2d 2023,1950,2023.0,20000.0,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,57.0
kia,cerato 1.6 at 2011,229,2011.0,120000.0,1.6,xăng,số tự động,nhập khẩu,sedan,57.0
landrover,range rover autobiography 5.0 2013,1980,2013.0,51000.0,5.0,xăng,số tự động,nhập khẩu,suv,57.0
lexus,ls 460l 2007,680,2007.0,179626.7683965918,4.6,xăng,số tự động,nhập khẩu,sedan,57.0
mazda,3 1.5 at 2015,345,2015.0,98000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mazda,cx5 2.0 at 2014,455,2014.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz c class c300 amg 2019,999,2019.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
porsche,macan 2.0 2017,1750,2017.0,60000.0,2.0,xăng,số tự động,nhập khẩu,suv,57.0
toyota,prado vx 2.7l 2019,1960,2019.0,179626.7683965918,2.7,xăng,số tự động,nhập khẩu,suv,57.0
toyota,vios g 1.5 cvt 2022,455,2022.0,60000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
vinfast,fadil tiêu chuẩn 1.4 at 2022,325,2022.0,42000.0,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
ford,everest titanium 2.0l 4x2 at 2025,1289,2025.0,900.0,2.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,explorer limited 2.3l ecoboost 2018,1030,2018.0,95000.0,2.3,xăng,số tự động,nhập khẩu,suv,57.0
ford,ranger wildtrak 2.0l 4x4 at 2022,756,2022.0,59000.0,2.0,dầu,số tự động,lắp ráp trong nước,bán tải / pickup,57.0
honda,crv 2.4 at 2014,470,2014.0,10860.0,2.4,xăng,số tự động,lắp ráp trong nước,suv,57.0
kia,soluto 1.4 at deluxe 2020,335,2020.0,50000.0,1.4,xăng,số tự động,lắp ráp trong nước,sedan,57.0
kia,sorento signature 2.2 at awd 2020,845,2020.0,115000.0,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
mazda,cx5 2.0 at 2015,420,2015.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mazda,cx5 premium 2.0 at 2023,739,2023.0,20000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz e class e200 exclusive 2023,2159,2023.0,24.0,2.0,hybrid,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz glc 200 4matic 2021,1378,2021.0,59000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz glc 300 4matic 2017,1090,2017.0,16000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
nissan,x trail 2.0 2wd 2016,425,2016.0,96000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
suzuki,ertiga hybrid 1.5 at 2022,439,2022.0,63000.0,1.5,hybrid,số tự động,nhập khẩu,suv,57.0
toyota,camry 2.5q 2019,816,2019.0,130000.0,2.5,xăng,số tự động,nhập khẩu,sedan,57.0
toyota,fortuner 2.7v 4x2 at 2017,629,2017.0,101000.0,2.7,xăng,số tự động,nhập khẩu,suv,57.0
toyota,fortuner trd sportivo 4x2 at 2016,579,2016.0,98721.0,2.7,xăng,số tự động,lắp ráp trong nước,suv,57.0
toyota,veloz cross 1.5 cvt 2022,495,2022.0,50000.0,1.5,xăng,số tự động,nhập khẩu,suv,57.0
toyota,veloz cross top 1.5 cvt 2023,550,2023.0,40000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
bmw,3 series 320i 2017,566,2017.0,179626.7683965918,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
chevrolet,trailblazer lt 2.5l vgt 4x2 at 2018,420,2018.0,170000.0,2.5,dầu,số tự động,nhập khẩu,suv,57.0
ford,ranger wildtrak 3.2l 4x4 at 2015,496,2015.0,150000.0,3.2,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
honda,brio g 2019,315,2019.0,179626.7683965918,1.2,xăng,số tự động,nhập khẩu,hatchback,57.0
hyundai,i10 1.2 at tiêu chuẩn 2022,335,2022.0,179626.7683965918,1.25,xăng,số tự động,lắp ráp trong nước,sedan,57.0
hyundai,i10 grand 1.2 at 2016,225,2016.0,179626.7683965918,1.25,xăng,số tự động,nhập khẩu,sedan,57.0
hyundai,i20 1.4 at 2011,239,2011.0,80000.0,1.4,xăng,số tự động,nhập khẩu,hatchback,57.0
kia,morning ex 2013,148,2013.0,12.0,1.25,xăng,số tay,lắp ráp trong nước,hatchback,57.0
kia,sonet deluxe 1.5 at 2025,520,2025.0,3000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
kia,sportage 2.0 at 2014,390,2014.0,100000.0,2.0,xăng,số tự động,nhập khẩu,crossover,57.0
lexus,rx 350 awd 2010,780,2010.0,13000.0,3.5,xăng,số tự động,nhập khẩu,suv,57.0
mercedes,benz c class c200 2019,790,2019.0,42000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c250 exclusive 2016,658,2016.0,91000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c300 amg 2016,685,2016.0,68000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c300 amg 2022,1699,2022.0,26000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mg,zs standard 1.5 at 2wd 2024,448,2024.0,24000.0,1.5,xăng,số tự động,nhập khẩu,crossover,57.0
mitsubishi,xpander 1.5 at 2021,465,2021.0,90000.0,1.5,xăng,số tự động,nhập khẩu,suv,57.0
bmw,x3 sdrive20i 2024,1569,2024.0,19999.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
ford,everest 2.5l 4x2 at 2014,375,2014.0,179626.7683965918,2.5,dầu,số tự động,lắp ráp trong nước,suv,57.0
hyundai,elantra 1.6 mt 2021,399,2021.0,70000.0,1.6,xăng,số tay,lắp ráp trong nước,sedan,57.0
hyundai,tucson 2.0 at 2018,559,2018.0,100000.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,57.0
mazda,3 1.5l luxury 2019,445,2019.0,68000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mazda,6 premium 2.0 at 2020,539,2020.0,82000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c200 2012,348,2012.0,110000.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c200 2014,345,2014.0,110000.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c300 amg 2021,1199,2021.0,46000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
nissan,navara e 2.5mt 2wd 2015,300,2015.0,179626.7683965918,2.5,dầu,số tay,nhập khẩu,bán tải / pickup,57.0
peugeot,3008 gt 2024,920,2024.0,6000.0,1.6,xăng,số tự động,lắp ráp trong nước,crossover,57.0
toyota,corolla altis 1.8g at 2010,269,2010.0,170000.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,57.0
toyota,corolla altis 1.8g at 2018,520,2018.0,80000.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,57.0
toyota,fortuner 2.4l 4x2 at 2022,958,2022.0,62000.0,2.4,dầu,số tự động,lắp ráp trong nước,suv,57.0
toyota,fortuner 2.8v 4x4 at legender 2021,1019,2021.0,50000.0,2.8,dầu,số tự động,lắp ráp trong nước,suv,57.0
volvo,xc40 ultimate b5 awd 2024,1738,2024.0,1400.0,2.0,xăng,số tự động,nhập khẩu,suv,57.0
ford,ecosport titanium 1.5l at 2016,300,2016.0,47000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
ford,everest titanium 2.0l 4x2 at 2020,870,2020.0,38900.0,2.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,everest titanium 2.0l 4x2 at 2023,1215,2023.0,29000.0,2.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,ranger raptor 2.0l 4x4 at 2020,799,2020.0,65000.0,2.0,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
hyundai,accent 1.4 mt base 2019,305,2019.0,66000.0,1.4,xăng,số tay,lắp ráp trong nước,sedan,57.0
kia,morning slx 1.0 at 2010,148,2010.0,179626.7683965918,1.0,xăng,số tự động,nhập khẩu,hatchback,57.0
lexus,es 250 2022,2179,2022.0,18000.0,2.5,xăng,số tự động,nhập khẩu,sedan,57.0
mazda,cx5 2.5 at 2wd 2018,599,2018.0,41000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz c class c250 exclusive 2015,525,2015.0,160000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c300 amg 2019,939,2019.0,80000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mitsubishi,outlander 2.0 cvt 2022,680,2022.0,58000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mitsubishi,outlander 2.0 cvt premium 2019,610,2019.0,70000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
nissan,x trail 2.0 2wd premium 2018,498,2018.0,80000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
suzuki,xl7 1.5 at 2020,425,2020.0,77000.0,1.5,xăng,số tự động,nhập khẩu,suv,57.0
toyota,corolla cross 1.8v 2021,700,2021.0,179626.7683965918,1.8,xăng,số tự động,nhập khẩu,suv,57.0
toyota,fortuner 2.7v 4x2 at 2015,490,2015.0,77000.0,2.7,xăng,số tự động,lắp ráp trong nước,suv,57.0
toyota,fortuner 2.7v 4x2 at 2019,740,2019.0,65000.0,2.7,xăng,số tự động,nhập khẩu,suv,57.0
vinfast,vf3 plus 2025,229,2025.0,179626.7683965918,2.097755539082448,điện,số tự động,lắp ráp trong nước,hatchback,57.0
vinfast,vf8 eco awd 2023,720,2023.0,18000.0,2.097755539082448,điện,số tự động,lắp ráp trong nước,suv,57.0
ford,focus trend 1.5l 2018,380,2018.0,77000.0,1.5,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
honda,crv g 2019,715,2019.0,110000.0,1.5,xăng,số tự động,nhập khẩu,suv,57.0
hyundai,avante 1.6 mt 2016,220,2016.0,116000.0,1.6,xăng,số tay,lắp ráp trong nước,sedan,57.0
hyundai,tucson 1.6 at turbo 2018,620,2018.0,85000.0,1.6,xăng,số tự động,lắp ráp trong nước,crossover,57.0
